,Date,Tweets
299,2022-07-24,@JudahBDavis @amtrackmacon3 @templefugate @centerepublican @milmodelscene @aniemyer 4/ #UnitedAirlines ordered 15 (at $200 million each; $3B total) Boom Supersonic Overtures with an option for 35 more. It is to be net-zero carbon from day 1. It meets or exceeds all noise rules and is designed for recycling later. #Sustainability #sustainable #ClimateCrisis https://t.co/FntyC3EBu4
300,2022-07-24,"RT @virtualUA: Another takeoff, are you counting?

📸: Richard T

#airplane #msfs2020 #fsx #p3d #xplane11 #airbus #boeing #planespotting #av…"
301,2022-07-24,"RT @virtualUA: Clear to land ✈️😍

📸 : Jon L.

#airline #avgeek #aviation #airbus #beingunited #unitedairlines #planespotter #planespotting…"
302,2022-07-24,#unitedAIRLINES thanks for wasting my time today pretending to care about my awful experience. You asked for a lot of info and that took a lot of my time and your awful customer service didn’t attempt to do anything to rectify it. Fly #Delta #Jetblue.   #unitedairlinessucks
303,2022-07-24,#unitedAIRLINES   You still suck
304,2022-07-24,#unitedAIRLINES   You suck
305,2022-07-24,"American Airlines facing more shortages: pillows, blankets, cups, food #unitedairlines #robertisom #pillows #pilots #earningscall #americanairlines #fintwit https://t.co/p4VCuID2rq"
306,2022-07-24,5 Tips For Flying United Airlines (DO NOT MISS THIS) https://t.co/DUxkhQL3xw via @YouTube @united #airlines #travelblogger #traveling #unitedairlines
307,2022-07-24,RT @BilalAman: #united after waiting 3 hours at the gate #unitedAIRLINES https://t.co/xcrrNcEP5o
308,2022-07-24,RT @EyeOnCastro: #UnitedAirlines luggage delayed and united baggage office couldn’t give me a file reference number but gave me a stupid fo…
309,2022-07-24,"Blood #UnitedAirlines made me check my @LouisVuitton carry on bag claiming no more room in overhead bin.  I NEVER do that.I walk to my seat I see 5 bins where it can fit. To make matters worse it’s a musty bitch trying to be cute,that has 4 drawstring backpacks taking up space."
310,2022-07-24,#UnitedAirlines: Adolf Hitler's 2015 Miss Universe Pageant Reportedly Attacks Husband For Comforting Cashier at GOP Debate in Detroit
311,2022-07-24,#unitedAIRLINES 7 extra hours at the airport because of YOUR cancellations and delays. Then the plane we are supposed to board gets here early so you give it away and push us more?? Does anyone care about customer service or is that not a concern since you already have our money?
312,2022-07-24,Just had the best experience with customer service at United Airlines in Newark Airport.  Missy H.  Was so helpful friendly and had the best personality.  #unitedAIRLINES
313,2022-07-24,Here I am again laying on the airport floor. Disgusted with @united #unitedAIRLINES it's been 48 hours of bullshit delays. Rebooking. And no help from their chat support. Oh they don't employ anyone at the desks anymore. If you do find a real person they tell you to call support
314,2022-07-24,"Airlines shouldn’t charge your card until you actually land in your destination. Hotels don’t charge until you check out, should be the same for airlines. They charge ridiculous amounts and we have to pray that the plane isn’t delayed or canceled. #unitedAIRLINES"
315,2022-07-24,#unitedAIRLINES @united Thank you for getting me AND my bags on an earlier flight home. I greatly appreciate your team's extra effort. ✈️ Fly you again soon!
316,2022-07-24,Such a wonderful feel good story.  #ToothFairy #UnitedAirlines @people https://t.co/6YIFgE6I0N
317,2022-07-24,"Joining Churchof God🌞🆓
https://t.co/bGA7oPLAIx

#COVID19 #COVID19France #UnitedStates #UsaCubrebocas #USA #MCGICares #usagi撮影会 #SaintLaurent #SaintRampalJiQuotes #UnitedKingdom #unitedAIRLINES #GreatEthiopianHomeComing #AfricaPrevails #africanart #AfricanMusic #GreatBritain https://t.co/2tY9fEhHLc"
318,2022-07-24,"Clear to land ✈️😍

📸 : Jon L.

#airline #avgeek #aviation #airbus #beingunited #unitedairlines #planespotter #planespotting #airbus320 #travel #vatsim #xplane #p3d #fsx #msfs2020 #pilotlife #landing #flightcrew #instagramaviation #travel #summer #comeflywithus #virtualairline https://t.co/g4EgoXvcod"
319,2022-07-24,United you let me down.  LA to Newark on time until a 50 minute delay due to on ground congestion at 8:00 PM.  Not best in show. Time to focus on Newark Operations a consistent issue. #unitedairlines  #united @lucbondar @united_1k https://t.co/0EU6kL1dwU
320,2022-07-24,"Happy, Happy Birthday Nathalie!!🎁🎈🎉🎂

#flygirls #femalepilot #crewlife #pilotsofinstagram #pilotlife #unitedairlines #americanair #birthday @ Key West, Florida https://t.co/EkGvZsKeky"
321,2022-07-24,"@united A great big thank you to reservations supervisor, Raymond, for helping me fix an error and getting my husband and me home tomorrow. He has been a huge help.#customerexperience #CustomerService #happyunitedairlinespassenger #unitedAIRLINES"
322,2022-07-24,P.S. basic counting should be a requirement for the job. #unitedAIRLINES. And your customer service is non-existent.
323,2022-07-24,RT @ClaimDelay: United Airlines claim received. Were you on flight UA37 on 24th July 2022 from Edinburgh Airport to Newark Liberty  Airport…
324,2022-07-24,United Airlines claim received. Were you on flight UA37 on 24th July 2022 from Edinburgh Airport to Newark Liberty  Airport? You could have a claim! #flight  #flightdelay #Newark #Edinburgh #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/MrcebFH9B7
325,2022-07-24,United Airlines claim received. Were you on flight UA919 on 24th July 2022 from London Heathrow Airport to Washington Dulles  Airport? Dont delay make them pay! #Sunday  #flightdelay #Washington #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/mH1eo6WAom
326,2022-07-24,#unitedAIRLINES #sucks United is the absolute worst airline.  Made my daughter cry over a carry on bag.  She’s 7!  This is why #Delta #Jetblue are so much better.
327,2022-07-24,I'm heading to #ssr2022 ! Hopefully others have a better time flying. #unitedAIRLINES oversold our flight by 20 people and won't take off until people volunteer to take other flights.
328,2022-07-24,United Airlines compensation Alert! Were you on flight UA22 on 23rd July 2022 from Dublin Airport to Newark Liberty  Airport? Dont delay make them pay! #Sunday  #flightdelay #Newark #Dublin #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/QCj5Tu16Ix
329,2022-07-24,United Airlines claim. Were you on flight UA147 on 23rd July 2022 from London Heathrow Airport to Newark Liberty  Airport? Claim today for your flight delay! #flight  #flightdelay #Newark #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/fA66H0GBbJ
330,2022-07-24,Attention all United Airlines passengers. Were you on flight UA959 on 23rd July 2022 from London Heathrow Airport to Chicago OHare  Airport? You could have a claim! #flight  #flightdelay #Chicago #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/mq5sJiUmNE
331,2022-07-24,"@united just put someone else’s reservation under my account, threatened to cancel one because they overlapped, and couldn’t fix it on support for 2 hours.. So I canceled the other person’s reservation, and the credit went to my account..🤣
#unitedairlines
 #securitybreach https://t.co/DgZF9UC7HV"
332,2022-07-24,"Plunge pools, exquisite food and gardens worthy of Versailles: This hotel in Mallorca will bewitch you (and Americans can fall under its spell using United's new route to the island) https://t.co/N6oyRgiIYu #mallorca #unitedairlines #Palma #newyork @LeadingHotels #majorca"
333,2022-07-24,#unitedAIRLINES Moving families around UK to create semblance of travel rather than meeting commitments of long haul flights. An answer please?#cancelled
334,2022-07-24,"RT @AnnAnde20710959: Travel chaos! My daughter, husband plus two small sons, travelling (or not) from Heathrow yesterday on United Airlines…"
335,2022-07-24,"Travel chaos! My daughter, husband plus two small sons, travelling (or not) from Heathrow yesterday on United Airlines to New York. 1pm flight cancelled. Rerouted via Edinburgh for morning flight today- cancelled! £500 cost in train/hotel and flight is cancelled! #unitedAIRLINES"
336,2022-07-24,"ICAO: A8BD6A
Flt: UAL958 #UnitedAirlines #ORD-#LHR
First seen: 2022/07/24 06:48:20
Min Alt: 19625 ft MSL
Min Dist: 3.31 nm

#planefence #adsb 
https://t.co/o94pgtpi0f https://t.co/psKAs5pPTG"
337,2022-07-24,"RT @indiaoutbound: For 1st time since 2020, #US airlines like #AmericanAirlines &amp; #UnitedAirlines report profitable quarters without govt s…"
338,2022-07-24,#united after waiting 3 hours at the gate #unitedAIRLINES https://t.co/xcrrNcEP5o
339,2022-07-24,RT @leisofhawaii: Aloha &amp; Welcome To Hawaii 🌺 #leisofhawaii #AirportLeiGreeting #oahu #maui #kauai #hawaii #arrival #leisofhawaii.com #airp…
340,2022-07-24,"Every #unitedairlines flight I have taken this summer has been delayed, due to availability of pilots. #getyashittogether  #thisisgarbageservice"
341,2022-07-23,United Airlines to Axe 50 Daily Flights at Newark…About Time a Carrier Stepped Up! https://t.co/w3KQlUwAmi #unitedairlines https://t.co/h6aJT2nuvM
342,2022-07-23,RT @AvSourceNews: #NEWS | Air Canada and United Airlines announced a joint business agreement that will give more flight options and better…
343,2022-07-23,@united  this is the second flight in two days that  yall have moved me from the seat I selected to a seat that do not desire. The aircraft type didn't change in either case. Why do I even pick the seat I want if you're just going to change it?  #UnitedAirlines #PremierPlatinum.
344,2022-07-23,"@UnitedAirlines_ im on hold, your phone wait is over an hour, chat with a rep is over an hour. I received an email that makes no sense. Please call me #unitedAIRLINES"
345,2022-07-23,#unitedAIRLINES #united my son is 16 and does not have a state ID yet. How does he check his bag? Thanks
346,2022-07-23,"Disgusting arrival meal on UAL 160 into HOU after a 10-plus hour international flight for someone who paid extra for Economy Plus. 
Absolutely disgusting, @united. 
#UnitedAirlines #airlinefood https://t.co/7u2pWWBqGd"
347,2022-07-23,"@Delta #Delta #deltadiamond #unitedAIRLINES #lostbaggage  Flew DL31 LHR-ATL 7/10.  Diamond/millionmiler.  Bag still somewhere in Heathrow.  Delta not tracking, not helping, not responding, not caring.   Nothing.  Ready to switch family travel to UA."
348,2022-07-23,"American Airlines CEO says there's 'not a day that goes by' where the airline doesn't have trouble supplying enough pillows, blankets, cups, and food for... #pilots #pilotshortage #robertisom #flightdelays #pillows #unitedairlines #fintwit https://t.co/IyG0lvYm1C"
349,2022-07-23,"RT @DemonFerret: @unitedairlines @united 
Suitcase is missing for four days- unable to get someone on phone, email has been unresponsive. I…"
350,2022-07-23,"#unitedairlines what a terrific trip today! Tight connection in SFO, made tighter by a slight delay but not only did you wait for us, the luggage made it too! Bravo! Super friendly people."
351,2022-07-23,@united sucks. Don't fly with them. This whole trip to Hawaii has been a pain in the ass flying with #unitedAIRLINES. I knew I should have flown with @AmericanAir
352,2022-07-23,Fuck #unitedAIRLINES they are the worst airline. Fly @AmericanAir
353,2022-07-23,"RT @indiaoutbound: For 1st time since 2020, #US airlines like #AmericanAirlines &amp; #UnitedAirlines report profitable quarters without govt s…"
354,2022-07-23,"RT @DemonFerret: @unitedairlines @united 
Suitcase is missing for four days- unable to get someone on phone, email has been unresponsive. I…"
355,2022-07-23,"RT @DemonFerret: @unitedairlines @united 
Suitcase is missing for four days- unable to get someone on phone, email has been unresponsive. I…"
356,2022-07-23,"RT @KAROLEVA4: Amazing parallel #landing #A350
 #SingaporeAirlines
and #Boeing737MAX
#unitedAIRLINES
at #SFO
#aviation
#aviationphotography…"
357,2022-07-23,"#book Your #flights with us . #callus @ 1-877-546-2103.

#flightdelay #Airlines #deltaairlines #americanairlines #UnitedAirlines #JetBlue #southwestairlines #cheapflights #Trending #TrendingNow #vacations #FLYGOD"
358,2022-07-23,#unitedairlines #lufthansa:  Both airlines informed us at time of booking to call luft starting 24 hrs b4 flt to book seats for ret. (we called luft to be sure).  Now being told 48 hrs.  So our 4 yr old child might not sit next to parents.  Incompetence is of fucking epic levels.
359,2022-07-23,"RT @virtualUA: Another takeoff, are you counting?

📸: Richard T

#airplane #msfs2020 #fsx #p3d #xplane11 #airbus #boeing #planespotting #av…"
360,2022-07-23,Dear #unitedairlines and #lufthansa. Could you please pull asses out of heads and cooperate when booking?  Have flt out of bcn tmrw and cannot choose seats even though I followed rules.  Have 4yr old.  Bcn airport gives invalid counter ph #  #luftclusterfuck
361,2022-07-23,#AirCanada and #UnitedAirlines have entered a joint business agreement for the Canada-USA trans-border market that will enable customers travelling between the two countries to connect to 38 codeshare destinations in the #USA and eight of the most popular cities in #Canada. https://t.co/XtVziVk3aS
362,2022-07-23,"RT @KAROLEVA4: Amazing parallel #landing #A350
 #SingaporeAirlines
and #Boeing737MAX
#unitedAIRLINES
at #SFO
#aviation
#aviationphotography…"
363,2022-07-23,Heck let’s add some airlines that could do this themselves as well. @AmericanAir @Delta #UnitedAirlines @SouthwestAir @JetBlue and everyone else: how profitable will you be if passengers continue to fall ill and die cause you failed to offer a requirement for basic flight safety?
364,2022-07-23,"Another takeoff, are you counting?

📸: Richard T

#airplane #msfs2020 #fsx #p3d #xplane11 #airbus #boeing #planespotting #aviation #virtualairline #vatsim #flightsim #pilot #instaplane #unitedairlines #beingunited #avgeek #airport #flying #crewlife #flightcrew #pilotlife https://t.co/imKxwDqOxG"
365,2022-07-23,United to End Service Between San Diego and Los Angeles https://t.co/BpEOJrkgF9 #unitedairlines https://t.co/TAdnWxvmu4
366,2022-07-23,"RT @KAROLEVA4: Amazing parallel #landing #A350
 #SingaporeAirlines
and #Boeing737MAX
#unitedAIRLINES
at #SFO
#aviation
#aviationphotography…"
367,2022-07-23,"So united flight canceled. In EU and they provided hotel and transport which was late, hope i dont miss flight #unitedairlines #clusterfly"
368,2022-07-23,"Traveling should no less be enjoyable for people with disabilities. Passengers with a disability can request a Wheelchair within 24 hours of the scheduled departure at no cost. For more details, visit:
https://t.co/rzCxnkYUtr
#unitedairlines #unitedflightbooking https://t.co/R36n9velxW"
369,2022-07-23,RT @airwaysmagazine: United Airlines (UA) and Air Canada (AC) aim to accelerate their post-pandemic recovery to meet the international trav…
370,2022-07-23,RT @Aviation_jamie: Boy I love this job! Fantastic on-load of the UA147 service to @EWRairport this afternoon with the worlds finest ramp a…
371,2022-07-23,"RT @indiaoutbound: For 1st time since 2020, #US airlines like #AmericanAirlines &amp; #UnitedAirlines report profitable quarters without govt s…"
372,2022-07-23,@UnitedAirlines Doesn’t accept responsibility when a partner @FlySWISS loses ALL your luggage No problems accepting our $ but accept NO responsibility for leaving us STRANDED WITH NOTHING in Italy #UnitedAirlines #Stranded #SwissAir #Zurich #Milan #BaggageNightmare
373,2022-07-23,RT @airwaysmagazine: United Airlines (UA) and Air Canada (AC) aim to accelerate their post-pandemic recovery to meet the international trav…
374,2022-07-23,"UA12 - Incident: United B763 at Zurich on Jul 23rd 2022, bird strike https://t.co/Cf9Ivf6iSp #flight #incident #UnitedAirlines #UA12 #ZRH #ORD"
375,2022-07-23,Attention all United Airlines passengers. Were you on flight UA921 on 22nd July 2022 from London Heathrow Airport to Newark Liberty  Airport? Claim today for your flight delay! #flight  #flightdelay #Newark #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/uma4b2Yfa3
376,2022-07-23,"RT @indiaoutbound: For 1st time since 2020, #US airlines like #AmericanAirlines &amp; #UnitedAirlines report profitable quarters without govt s…"
377,2022-07-23,"RT @indiaoutbound: For 1st time since 2020, #US airlines like #AmericanAirlines &amp; #UnitedAirlines report profitable quarters without govt s…"
378,2022-07-23,"For 1st time since 2020, #US airlines like #AmericanAirlines &amp; #UnitedAirlines report profitable quarters without govt support programmes. @AmericanAir's revenues surged 12% to $13.4 bn &amp; @united's rose 10% to $ 12.1 bn in Q2 compared to 2019. #IO @icao https://t.co/bkSAKkSkhA"
379,2022-07-23,RT @jais_george: T-Mobile and Apple to sell small-business connectivity plan #Apple #Iphone #Iphones #SusanPrescott #CallieField #UnitedAir…
380,2022-07-23,T-Mobile and Apple to sell small-business connectivity plan #Apple #Iphone #Iphones #SusanPrescott #CallieField #UnitedAirlines #DeltaAirLines #BusinessEssentials  https://t.co/sbhmg3kmss
381,2022-07-23,Please let me know if you guys can apply that towards my account so I can just by the round trip myself. [cont] #unitedairlines #united @united
382,2022-07-23,"RT @DemonFerret: @unitedairlines @united 
Suitcase is missing for four days- unable to get someone on phone, email has been unresponsive. I…"
383,2022-07-23,@UnitedAirlines_ How come your travel credit policy makes no sense?  #chaos #UnitedAirlines
384,2022-07-23,"@unitedairlines @united 
Suitcase is missing for four days- unable to get someone on phone, email has been unresponsive. I only get text ""something is being done"" but there are no updates
Please retweet for attention
#unitedAIRLINES #united #missingluggage #missingsuitcase"
385,2022-07-23,RT @airwaysmagazine: United Airlines (UA) and Air Canada (AC) aim to accelerate their post-pandemic recovery to meet the international trav…
386,2022-07-23,"@UnitedAirlines you totally suck! It’s been 6 weeks and my luggage is still floating around Europe! Nobody knows where it is, filed a claim a month and a half ago and it is still “being processed.” You owe me money for all the items you LOST!!!
#unitedairlines #lostluggage"
387,2022-07-23,RT @PeterSasaki: Thank you @united. Excellent inflight service today on my #KEWR - #KSFO flight! (Also excellent service on #KSFO - #KSAN b…
388,2022-07-23,@united your customer service is a nightmare.  Spent 2 hours on the phone trying to get rebooked after you canceled our flight for next Friday. Story kept changing and ended with no resolution. #unitedAIRLINES #unitedairfail
389,2022-07-23,"I will provide you social media post traffic
https://t.co/G1uSKAlQEs
Check this gig
#UnitedStates #UnitedKingdomOfGreatBritainAndNorthernLreland #UnitedWithUkraine #UnitedShades #unitedAIRLINES #UnitedPeopleOfCanada #UnitedInPursuit #UnitedArabEmirates https://t.co/aPiOoiuOjR"
390,2022-07-23,#UnitedAirlines luggage delayed and united baggage office couldn’t give me a file reference number but gave me a stupid form with a misspelling on the tracking website https://t.co/Jp7hie0Su1. Ridiculous Really??  And your hold music sucks 45mins and counting https://t.co/tWnhGlk3Su
391,2022-07-23,RT @PeterSasaki: Thank you @united. Excellent inflight service today on my #KEWR - #KSFO flight! (Also excellent service on #KSFO - #KSAN b…
392,2022-07-23,Thank you @united. Excellent inflight service today on my #KEWR - #KSFO flight! (Also excellent service on #KSFO - #KSAN but no picture). #UnitedAirlines #GlobalServices #AvGeek #Travel https://t.co/8hOxKsufPQ
393,2022-07-23,The CJL hat is in two places at the same time. It's just been spotted on Ogunquit Beach in Maine. It was just on a beach in Puerto Rico. The hat must be 1K on United Airlines.  #thehat #Maine #Beach #Ogunquit #Unitedairlines #Chrisjameslandscaping https://t.co/iy89mMxQCU
394,2022-07-22,"#UnitedAirlines on a flight from AZ to EWR and theirs NO wifi, what’s the deal?"
395,2022-07-22,@BarstoolBigCat help me out here with #UnitedAirlines . Trying to go on my honeymoon and they are missing a part of the plane. I need some well wishes that the part gets in from Chicago.
396,2022-07-22,"My new line when I'm late during travel. ""It's not me, it's United."" #unitedairlines I love you, why... this is the 4th trip in a row with multiple delays/cancellations @UnitedAirlines_"
397,2022-07-22,"Amazing parallel #landing #A350
 #SingaporeAirlines
and #Boeing737MAX
#unitedAIRLINES
at #SFO
#aviation
#aviationphotography
#aviationlovers
#AvGeek https://t.co/JgSulaR0oG"
398,2022-07-22,RT @airwaysmagazine: United Airlines (UA) and Air Canada (AC) aim to accelerate their post-pandemic recovery to meet the international trav…
399,2022-07-22,"RT @Decahedralist: #Shame on #Unitedairlines for not refunding me for a flight that was cancelled as I was standing the boarding area, maki…"
400,2022-07-22,Air Canada and United Airlines expand their relationship for transborder flights @AirCanada @united #aircanada #unitedAIRLINES #UnitedStates #Canada #Airlines #Airline #FlightAware #flights #aviation https://t.co/2EaBXSwCLW
401,2022-07-22,"#Shame on #Unitedairlines for not refunding me for a flight that was cancelled as I was standing the boarding area, making me miss a speaking opportunity AND the entire conference. #CustomerService is an oxymoron to you."
402,2022-07-22,Report the airlines for changing their story and for fraud #UnitedAirlines #fraud #changingstory #evidencedoesnotmatter
403,2022-07-22,"Stuck on the plane in Houston, can’t get off due to weather on Flight UA4906. Our lovely flight attendant is turning a miserable situation into a delightful happenstance. Listen up @united, this is girl is gold. Thank you, Sandra George. #justhangingonthetarmac #unitedAIRLINES https://t.co/xXdrRrMcMv"
404,2022-07-22,"#NEWS | Air Canada and United Airlines announced a joint business agreement that will give more flight options and better connectivity.

Read more at AviationSource!

https://t.co/c98fxKgrRj

#UnitedStates #UnitedAirlines #Canada #AirCanada #AvGeek https://t.co/AUfPswVU4Y"
405,2022-07-22,United Airlines' CEO Just Revealed When Flying Will Be Back to Normal https://t.co/bqoob16IWj #airtravel #airlines #unitedAIRLINES @united At least UA's CEO is being honest! #RainbowVoyagesTravel✈️✈️✈️
406,2022-07-22,@united just charged $200 because the CARRYON was over 40lbs and they made me check it in as a 3rd bag. Highway robbery in the skies. How much did #UnitedAirlines get in covid $$. #neverunited
407,2022-07-22,RT @Aviation_jamie: Boy I love this job! Fantastic on-load of the UA147 service to @EWRairport this afternoon with the worlds finest ramp a…
408,2022-07-22,RT @airwaysmagazine: United Airlines (UA) and Air Canada (AC) aim to accelerate their post-pandemic recovery to meet the international trav…
409,2022-07-22,"RT @EskesRafael: A weekly overview from our boutique VCE station. Filled with sunny smiles, charming attitude and a positive 'half-time sea…"
410,2022-07-22,#UNITEDAIRLINES IS THE WORST
411,2022-07-22,"North American carriers United Airlines and Air Canada expand their code-sharing pact to cash in on the growing international travel. 
@Reuters report in @globeandmail 
#Airlines #Travel #Internationaltravel #Aero #UnitedAirlines #aircanada 
https://t.co/TAl22lV0lb"
412,2022-07-22,@NBCNews We bailed @AmericanAir @UnitedAirlines_ @Delta @SouthwestAir out yet again and all they did was raise CEO pay and shareholder profits 🤬 Invest in your employees and passengers for a change! #Airlines #UnitedAirlines #americanairlines #deltaairlines #SouthwestAirlines #delays https://t.co/z4k2zOHGkz
413,2022-07-22,RT @airwaysmagazine: United Airlines (UA) and Air Canada (AC) aim to accelerate their post-pandemic recovery to meet the international trav…
414,2022-07-22,"A weekly overview from our boutique VCE station. Filled with sunny smiles, charming attitude and a positive 'half-time season' station visit by William. 

Good leads the Italian way 

#UnitedAirlines | @United | @WilliamDark99 https://t.co/W9p2APN9h3"
415,2022-07-22,"RT @ap236: You do remember that #UnitedBreaksGuitars, yes, @AirCanada? I wouldn't want to fly with them. I'd rather go by car. https://t.co…"
416,2022-07-22,RT @airwaysmagazine: United Airlines (UA) and Air Canada (AC) aim to accelerate their post-pandemic recovery to meet the international trav…
417,2022-07-22,"You do remember that #UnitedBreaksGuitars, yes, @AirCanada? I wouldn't want to fly with them. I'd rather go by car. https://t.co/xFO4O6d4xV @United #AirCanada #UnitedAirlines #cdnpoli #Barrie #snrtg"
418,2022-07-22,I’m still trying to figure out what really happened on our @united flight to SJU the other day. That wasn’t normal at all. I saw my child floating in the air and then the plane starting going down really fast!! I’m still traumatized. #unitedairlines
419,2022-07-22,"@AirCanada @united You do remember that #UnitedBreaksGuitars, yes? I wouldn't want to fly with them. I'd rather go by car. https://t.co/moaF4NfcOw #AirCanada #UnitedAirlines #cdnpoli #snrtg"
420,2022-07-22,"United Airlines (UA) and Air Canada (AC) aim to accelerate their post-pandemic recovery to meet the international travel demand. #AirCanada #CodeshareAgreement #routenews #TravelDemand #UnitedAirlines

https://t.co/42bq8fFpcM https://t.co/Yozff3kZ6g"
421,2022-07-22,RT @Aviation_jamie: Boy I love this job! Fantastic on-load of the UA147 service to @EWRairport this afternoon with the worlds finest ramp a…
422,2022-07-22,#unitedairlines. Why has flight 126 been sitting on runway at #DUBLINAIRPORT for over an hour?
423,2022-07-22,"Air Canada Expands Collaboration With United Airlines For Cross-Border Travel
@AirCanada #AirCanada @united #UnitedAirlines 
https://t.co/ne97m7gheT"
424,2022-07-22,Boy I love this job! Fantastic on-load of the UA147 service to @EWRairport this afternoon with the worlds finest ramp agents. #beingunited #unitedairlines #goodleadstheway #heathrow #BritainsBusiestAirport @united @AOSafetyUAL https://t.co/EANYn07A5r
425,2022-07-22,"Doctrine-10MCGI🖊️Subs✍️🔔
https://t.co/MfgOcNuH5O

#COVID19 #COVID19France #UnitedStates #UsaCubrebocas #USA #MCGICares #usagi撮影会 #SaintLaurent #SaintRampalJiQuotes #UnitedKingdom #unitedAIRLINES #GreatEthiopianHomeComing #AfricaPrevails #africanart #AfricanMusic #GreatBritain https://t.co/icUdPvLwIZ"
426,2022-07-22,RT @CityFalcon: #UnitedAirlines fell 10%+ after 2Q #earnings of $1/share and profit of $329M. #AmericanAirlines declined 7%+ despite EPS of…
427,2022-07-22,RT @CityFalcon: #UnitedAirlines fell 10%+ after 2Q #earnings of $1/share and profit of $329M. #AmericanAirlines declined 7%+ despite EPS of…
428,2022-07-22,"#UnitedAirlines fell 10%+ after 2Q #earnings of $1/share and profit of $329M. #AmericanAirlines declined 7%+ despite EPS of $0.76 on rev of $13.42B, and #Delta is -2.7%.

Will $UAL, $AAL and travel fare well this fall? https://t.co/WMAfMzzs4P https://t.co/cKFCQVNIEn"
429,2022-07-22,A trip down memory lane - long-haul with United Airlines - make sure you know this. https://t.co/QubbVxfnvJ #UnitedAirlines #skiing #HongKong #SanFrancisco
430,2022-07-22,Attention all United Airlines passengers. Were you on flight UA25 on 21st July 2022 from London Heathrow Airport to Logan  Airport? Claim today for your flight delay! #Friday  #flightdelay #Boston #London #UnitedAirlines Claim Now: https://t.co/XPcVjySgoP https://t.co/pchfZJ5dBt
431,2022-07-22,"RT @LibtardReportUS: NSFW - I remember when flying used to be a big deal. Now, it’s basically a bus in the sky complete with the whack jobs…"
432,2022-07-22,"Check out the list of top United airlines baggage policies.

https://t.co/RZl7sxMMdM

#unitedairlines #baggage #baggagepolicies https://t.co/4gpLZNSCqt"
433,2022-07-22,@bbb_us @FAANews @DeptVetAffairs @united An investigation should be held into the experience many #veterans have when dealing w/ @priceline. #Priceline misleads/lies about certain tickets w/ #UnitedAirlines &amp; their leaders don’t care if they screw you over. #despicable
434,2022-07-22,30 minutes after arrival at FAR. No bags yet. Do better #unitedAIRLINES
435,2022-07-22,"ICAO: A1FCC5
Flt: UAL915 #UnitedAirlines #IAD-#CDG
First seen: 2022/07/22 05:29:45
Min Alt: 37000 ft MSL
Min Dist: 0.58 nm

#planefence #adsb 
https://t.co/Z8NyZi3Zgq https://t.co/HEkL5s0J8X"
436,2022-07-22,"@united #thanks for cleaning the Polaris cabin in between flights.
Ah, and most of the polaris lounge closes at 21:00? When the flights departs at 22:50? That’s the way to go
#Ewr #UnitedAirlines https://t.co/sa4NL2hKsg"
437,2022-07-22,@JeffColeVocals @united @boomaero It sucks to suck #unitedAIRLINES
438,2022-07-22,@united who ever runs flight ops in Denver should be fired. It is a consistent shit show. #unitedAIRLINES
439,2022-07-22,"RT @live4sights: 🇮🇸 2022-06 Reykjavik, Iceland

I was supposed to be in Reykjavik for 2 nights but after @United cancelled my connecting fl…"
440,2022-07-22,"I want to give @United Airlines a chance to make it right but I doubt they will.

To make it worse (or to spike me), they sent my checked luggage off to Vegas. I only received my checked luggage in Iceland 4 days later. But that's a whole other story! 🤬 #UnitedAirlines #BeBetter"
441,2022-07-22,"🇮🇸 2022-06 Reykjavik, Iceland

I was supposed to be in Reykjavik for 2 nights but after @United cancelled my connecting flight and stranded me in DEN (with no compensation), I had to find my own way to Reykjavik.

I'll expand on this #UnitedAirlines debacle later. https://t.co/0JBsgwAd65"
442,2022-07-22,"Stocks making the biggest moves midday: Danaher, Tesla, AT&amp;T and more #telecomgiant #danaher #philipmorris #unitedairlines #americanairlines #tesla #fintwit https://t.co/jyvcPJu6wu"
443,2022-07-21,"Had @united told be before I got on their plane that they didnt have adequate staff  and and they were canceling my flights, overbooked, and sending me to a different airport, I would have never got on the plane! My time is just as valuable as yours! #UnitedAirlines #DoBetter https://t.co/RtctwBVVnM"
444,2022-07-21,"Check out why I Love @united! They have always been so good to me.
#unitedairlines #ual #accessibletravel #accessibilityforall #accessibilitymatters https://t.co/nA3bgfG4Ir"
445,2022-07-21,Well that was useless 😅 #unitedAIRLINES https://t.co/3khrVZHHOU
446,2022-07-21,[#UnitedAirlines] Has Now Dropped 25 Cities During Pandemic https://t.co/4A4HZR6sDC https://t.co/X0MzbJ5Ljl
447,2022-07-21,"#cheapflights #unitedairlines #travel #lima #peru

🇵🇪 United Airlines $329 (Los Angeles ✈️ Lima) 🌇🚀 https://t.co/z5io3YKN2Y"
448,2022-07-21,Wow what’s a surprise!!! #unitedAIRLINES just got sent to c95 for Pittsburgh. Again Instructed by the #unitedAIRLINES agent! https://t.co/So8sSKEvMb
